KKSBusher	KKSNVnpp	name	Unit
11YQS02CT002XQ01	11JAA11CT712XQ01	ро-1б	oC
11YQS02CT003XQ01	11JAA11CT713XQ01	ря ймхр	oC
11YQS02CT004XQ01	11JAA11CT714XQ01	ро-3	oC
11YQS03CT001XQ01	11JAA11CT721XQ01	ро-1ю	oC
11YQS03CT002XQ01	11JAA11CT722XQ01	ро-1б	oC
11YQS03CT003XQ01	11JAA11CT723XQ01	ро-3	oC
11YQS03CT004XQ01	11JAA11CT724XQ01	ро-1ю	oC
11YQS04CT001XQ01	11JAA11CT731XQ01	ро-1б	oC
11YQS04CT002XQ01	11JAA11CT732XQ01	ря ймхр	oC
11YQS04CT003XQ01	11JAA11CT733XQ01	ро-3	oC
11YQS04CT004XQ01	11JAA11CT734XQ01	ро-1ю	oC
11YQS05CT001XQ01	11JAA11CT741XQ01	ро-1б	oC
11YQS05CT002XQ01	11JAA11CT742XQ01	ро-3	oC
11YQS05CT003XQ01	11JAA11CT743XQ01	ро-1ю	oC
11YQS05CT004XQ01	11JAA11CT744XQ01	ро-1б	oC
11YQS06CT001XQ01	11JAA11CT751XQ01	ря ймхр	oC
11YQS06CT002XQ01	11JAA11CT752XQ01	ро-3	oC
11YQS06CT003XQ01	11JAA11CT753XQ01	ро-1ю	oC
11YQS06CT004XQ01	11JAA11CT754XQ01	ро-1б	oC
11YQS07CT001XQ01	11JAA11CT761XQ01	ро-3	oC
11YQS07CT002XQ01	11JAA11CT762XQ01	ро-1ю	oC
11YQS07CT003XQ01	11JAA11CT763XQ01	ро-1б	oC
11YQS07CT004XQ01	11JAA11CT764XQ01	ря ймхр	oC
11YQS08CT001XQ01	11JAA11CT771XQ01	ро-3	oC
11YQS08CT002XQ01	11JAA11CT772XQ01	ро-1ю	oC
11YQS08CT003XQ01	11JAA11CT773XQ01	ро-1б	oC
11YQS08CT004XQ01	11JAA11CT774XQ01	ро-3	oC
11YQS09CT001XQ01	11JAA12CT701XQ01	ро-1ю	oC
11YQS09CT002XQ01	11JAA12CT702XQ01	ро-1б	oC
11YQS09CT003XQ01	11JAA12CT703XQ01	ря ймхр	oC
11YQS09CT004XQ01	11JAA12CT704XQ01	ро-3	oC
11YQS10CT001XQ01	11JAA21CT701XQ01	ро-1ю	oC
11YQS10CT002XQ01	11JAA21CT702XQ01	ро-1б	oC
11YQS10CT003XQ01	11JAA21CT703XQ01	ро-3	oC
11YQS10CT004XQ01	11JAA21CT704XQ01	ро-1ю	oC
11YQS11CT001XQ01	11JAA21CT711XQ01	ро-1б	oC
11YQS11CT002XQ01	11JAA21CT712XQ01	ря ймхр	oC
11YQS11CT003XQ01	11JAA21CT713XQ01	ро-3	oC
11YQS11CT004XQ01	11JAA21CT714XQ01	ро-1ю	oC
11YQS12CT001XQ01	11JAA21CT721XQ01	ро-1б	oC
11YQS12CT002XQ01	11JAA21CT722XQ01	ро-3	oC
11YQS12CT003XQ01	11JAA21CT723XQ01	ро-1ю	oC
11YQS12CT004XQ01	11JAA21CT724XQ01	ро-1б	oC
11YQS13CT001XQ01	11JAA21CT731XQ01	ря ймхр	oC
11YQS13CT002XQ01	11JAA21CT732XQ01	ро-3	oC
11YQS13CT003XQ01	11JAA21CT733XQ01	ро-1ю	oC
11YQS13CT004XQ01	11JAA21CT734XQ01	ро-1б	oC
11YQS14CT001XQ01	11JAA21CT741XQ01	ро-3	oC
11YQS14CT002XQ01	11JAA21CT742XQ01	ро-1ю	oC
11YQS14CT003XQ01	11JAA21CT743XQ01	ро-1б	oC
11YQS14CT004XQ01	11JAA21CT744XQ01	ря ймхр	oC
11YQS15CT001XQ01	11JAA21CT751XQ01	ро-3	oC
11YQS15CT002XQ01	11JAA21CT752XQ01	ро-1ю	oC
11YQS15CT003XQ01	11JAA21CT753XQ01	ро-1б	oC
11YQS15CT004XQ01	11JAA21CT754XQ01	ро-3	oC
11YQS16CT001XQ01	11JAA21CT761XQ01	ро-1ю	oC
11YQS16CT002XQ01	11JAA21CT762XQ01	ро-1б	oC
11YQS16CT003XQ01	11JAA21CT763XQ01	ря ймхр	oC
11YQS16CT004XQ01	11JAA21CT764XQ01	ро-3	oC
11YQS17CT001XQ01	11JAA21CT771XQ01	ро-1ю	oC
11YQS17CT002XQ01	11JAA21CT772XQ01	ро-1б	oC
11YQS17CT003XQ01	11JAA21CT773XQ01	ро-3	oC
11YQS17CT004XQ01	11JAA21CT774XQ01	ро-1ю	oC
11YQS18CT001XQ01	11JAA31CT701XQ01	ро-1б	oC
11YQS18CT002XQ01	11JAA31CT702XQ01	ря ймхр	oC
11YQS18CT003XQ01	11JAA31CT703XQ01	ро-3	oC
11YQS18CT004XQ01	11JAA31CT704XQ01	ро-1ю	oC
11YQS19CT001XQ01	11JAA31CT711XQ01	ро-1б	oC
11YQS19CT002XQ01	11JAA31CT712XQ01	ро-3	oC
11YQS19CT003XQ01	11JAA31CT713XQ01	ро-1ю	oC
11YQS19CT004XQ01	11JAA31CT714XQ01	ро-1б	oC
11YQS20CT001XQ01	11JAA31CT721XQ01	ря ймхр	oC
11YQS20CT002XQ01	11JAA31CT722XQ01	ро-3	oC
11YQS20CT003XQ01	11JAA31CT723XQ01	ро-1ю	oC
11YQS20CT004XQ01	11JAA31CT724XQ01	ро-1б	oC
11YQS21CT001XQ01	11JAA31CT731XQ01	ро-3	oC
11YQS21CT002XQ01	11JAA31CT732XQ01	ро-1ю	oC
11YQS21CT003XQ01	11JAA31CT733XQ01	ро-1б	oC
11YQS21CT004XQ01	11JAA31CT734XQ01	ря ймхр	oC
11YQS22CT001XQ01	11JAA31CT741XQ01	ро-3	oC
11YQS22CT002XQ01	11JAA31CT742XQ01	ро-1ю	oC
11YQS22CT003XQ01	11JAA31CT743XQ01	ро-1б	oC
11YQS22CT004XQ01	11JAA31CT744XQ01	ро-3	oC
11YQS23CT001XQ01	11JAA31CT751XQ01	ро-1ю	oC
11YQS23CT002XQ01	11JAA31CT752XQ01	ро-1б	oC
11YQS23CT003XQ01	11JAA31CT753XQ01	ря ймхр	oC
11YQS23CT004XQ01	11JAA31CT754XQ01	ро-3	oC
12YAS11CT008AXQ1	11JAA31CT761XQ01	ро-1ю	oC
12YAS11CT008BXQ1	11JAA31CT762XQ01	ро-1б	oC
12YAS11CT008CXQ1	11JAA31CT763XQ01	ро-3	oC
12YAS12CT002AXQ1	11JAA31CT764XQ01	ро-1ю	oC
12YAS12CT002BXQ1	11JAA32CT701XQ01	ро-1б	oC
